# Nmax = 5
# L1 L2 L3   u11 u12 u13   u21 u22 u23   u31 u32 u33   (periodicity)
5.8310 5.0439 0.0340   5 -3 0   4 3 2   1 2 1   (1)
5.8310 5.0468 0.0340   5 3 0   3 1 5   2 1 1   (1)
5.8310 5.0730 0.0338   5 3 0   3 -4 1   2 1 0   (1)
5.8310 5.0961 0.0337   4 -3 3   1 4 3   0 2 1   (1)
5.8310 5.1048 0.0336   5 0 3   2 5 0   2 1 1   (1)
5.8310 5.1421 0.0334   5 3 0   1 2 5   1 0 -2   (1)
5.8310 5.1592 0.0332   5 0 3   -3 4 2   0 1 1   (1)
5.8310 5.1848 0.0331   5 0 3   1 5 -1   1 2 0   (1)
5.8310 5.2328 0.0328   5 3 0   3 0 -5   1 1 1   (1)
5.8310 5.2412 0.0327   5 3 0   5 -3 1   2 1 0   (1)
5.8310 5.2497 0.0327   4 3 3   2 -5 0   1 2 1   (1)
5.8310 5.2859 0.0324   4 3 3   3 -4 2   0 1 0   (1)
5.8310 5.2943 0.0324   4 3 3   -2 2 5   3 1 0   (1)
5.8310 5.3165 0.0323   4 3 3   2 3 -4   1 1 0   (1)
5.8310 5.3440 0.0321   5 3 0   -2 1 5   1 1 1   (1)
5.8310 5.3605 0.0320   5 0 3   -3 2 4   0 1 3   (1)
5.8310 5.3742 0.0319   5 3 0   2 -4 3   3 0 1   (1)
5.8310 5.3824 0.0319   5 3 0   -2 3 4   0 1 1   (1)
5.8310 5.4070 0.0317   5 0 3   1 5 3   0 2 1   (1)
5.8310 5.4097 0.0317   5 3 0   2 -5 1   2 1 0   (1)
5.8310 5.4314 0.0316   4 3 -3   5 2 3   1 0 2   (1)
5.8310 5.4745 0.0313   5 3 0   -1 2 5   0 1 2   (1)
5.8310 5.5120 0.0311   4 3 -3   4 4 3   1 1 1   (1)
5.8310 5.5466 0.0309   5 3 0   3 -1 5   1 0 1   (1)
5.8310 5.5783 0.0307   5 3 0   4 -4 1   2 1 0   (1)
5.8310 5.6177 0.0305   5 3 0   1 -4 4   2 0 1   (1)
5.8310 5.6230 0.0305   4 3 3   -3 4 3   1 1 1   (1)
5.8310 5.6621 0.0303   5 0 3   1 3 -5   3 1 0   (1)
5.8310 5.6802 0.0302   5 3 0   -2 5 2   0 3 1   (1)
5.8310 5.7035 0.0301   5 0 3   2 5 -2   1 1 0   (1)
5.8310 5.7420 0.0299   4 3 3   -4 4 1   3 0 1   (1)
5.8310 5.7548 0.0298   3 3 -4   3 1 5   1 0 3   (1)
5.8310 5.7854 0.0296   4 3 -3   3 5 3   0 1 2   (1)
5.8310 5.7879 0.0296   5 3 0   1 4 5   0 2 3   (1)
5.8310 5.8082 0.0295   5 0 3   -3 3 4   0 1 2   (1)
5.8310 5.8259 0.0294   3 3 -4   5 1 3   1 0 1   (1)
4.2426 5.8405 0.0404   1 1 -4   5 3 1   2 1 2   (1)
5.3852 5.8428 0.0318   5 0 2   3 1 -5   2 0 1   (1)
4.5826 5.8432 0.0373   4 -2 1   5 4 0   1 1 0   (1)
5.3852 5.8516 0.0317   5 2 0   1 5 4   3 0 -1   (1)
4.6904 5.8543 0.0364   3 2 -3   1 5 3   0 1 1   (1)
4.2426 5.8547 0.0403   4 1 -1   4 0 5   1 0 1   (1)
5.1962 5.8563 0.0329   5 1 1   4 -5 2   1 1 0   (1)
3.6056 5.8573 0.0474   3 0 2   1 5 -3   1 1 0   (1)
2.4495 5.8595 0.0697   2 1 1   3 -5 1   0 1 0   (1)
5.8310 5.8636 0.0292   5 3 0   0 5 4   -2 0 1   (1)
5.0990 5.8638 0.0334   3 1 -4   1 5 3   0 1 1   (1)
5.8310 5.8687 0.0292   4 3 3   5 4 -3   0 0 1   (1)
5.4772 5.8708 0.0311   5 1 2   0 4 5   -2 1 1   (1)
4.1231 5.8712 0.0413   2 2 -3   5 1 3   1 0 1   (1)
3.7417 5.8737 0.0455   3 2 1   -2 5 3   1 0 0   (1)
5.8310 5.8762 0.0292   5 3 0   -1 3 5   1 2 2   (1)
4.5826 5.8797 0.0371   4 1 2   3 1 -5   0 0 1   (1)
3.1623 5.8822 0.0538   3 1 0   -1 5 3   1 2 1   (1)
4.3589 5.8849 0.0390   3 3 1   -3 5 2   1 0 0   (1)
5.0000 5.8856 0.0340   4 0 3   3 1 -5   1 0 1   (1)
5.3852 5.8898 0.0315   4 3 2   1 3 -5   1 1 0   (1)
3.7417 5.8919 0.0454   3 1 2   1 5 -3   1 0 1   (1)
3.3166 5.8930 0.0512   3 1 1   3 -5 2   1 2 0   (1)
5.7446 5.8930 0.0295   5 2 2   -3 5 1   1 2 1   (1)
5.1962 5.8941 0.0327   5 1 1   1 4 5   1 0 0   (1)
4.2426 5.8973 0.0400   4 1 -1   1 3 5   0 1 2   (1)
5.3852 5.8986 0.0315   4 2 3   5 -4 3   1 3 1   (1)
2.2361 5.8992 0.0758   2 1 0   3 -5 1   1 0 0   (1)
4.6904 5.9007 0.0361   3 3 -2   1 3 5   0 1 3   (1)
5.0990 5.9031 0.0332   4 1 3   3 1 -5   0 0 1   (1)
5.4772 5.9048 0.0309   5 1 -2   1 3 5   0 1 2   (1)
4.1231 5.9061 0.0411   4 1 0   4 -5 1   1 0 0   (1)
5.8310 5.9061 0.0290   4 3 3   1 -5 3   1 0 1   (1)
5.0990 5.9063 0.0332   4 3 1   -5 3 2   0 2 1   (1)
3.0000 5.9067 0.0564   2 1 -2   1 5 3   0 1 1   (1)
3.6056 5.9096 0.0469   3 0 2   3 1 -5   1 0 1   (1)
4.1231 5.9111 0.0410   4 -1 0   1 3 5   1 1 2   (1)
4.5826 5.9121 0.0369   2 1 -4   5 1 3   1 0 2   (1)
5.3852 5.9132 0.0314   5 0 -2   1 5 3   1 2 1   (1)
5.7446 5.9135 0.0294   5 -2 2   1 5 3   0 2 1   (1)
5.9161 0.4140 0.4082   5 3 1   1 1 0   0 1 0   (1)
5.9161 0.5345 0.3162   5 3 1   1 0 0   0 1 0   (1)
5.9161 0.6325 0.2673   5 1 3   2 1 1   0 1 0   (1)
5.9161 0.8619 0.1961   5 1 3   0 0 1   1 0 0   (1)
5.9161 0.9856 0.1715   5 3 1   0 0 1   2 1 0   (1)
5.9161 1.2421 0.1361   5 3 1   1 2 0   0 1 0   (1)
5.9161 1.3732 0.1231   5 3 1   1 -1 0   1 0 0   (1)
5.9161 1.6036 0.1054   5 1 3   2 2 1   0 1 0   (1)
5.9161 1.6388 0.1031   5 3 1   3 0 1   1 1 0   (1)
5.9161 1.7728 0.0953   5 3 1   1 2 -1   1 1 0   (1)
5.9161 1.8974 0.0891   5 3 1   0 2 1   1 0 0   (1)
5.9161 2.0424 0.0828   5 3 1   2 -1 1   1 1 0   (1)
5.9161 2.0976 0.0806   5 3 1   1 3 0   0 1 0   (1)
5.9161 2.1778 0.0776   5 3 1   -1 0 2   2 1 0   (1)
5.9161 2.2297 0.0758   5 3 1   1 -2 0   0 1 0   (1)
5.9161 2.3543 0.0718   5 1 3   2 -2 1   0 1 0   (1)
5.9161 2.4260 0.0697   5 3 1   3 -1 0   1 0 0   (1)
5.9161 2.4495 0.0690   5 3 1   1 -2 1   1 1 0   (12)
5.9161 2.5857 0.0654   5 1 3   2 3 1   0 1 0   (1)
5.9161 2.8586 0.0591   5 3 1   0 -3 1   1 1 0   (1)
5.9161 2.8785 0.0587   5 1 3   -2 2 1   0 1 1   (1)
5.9161 2.9568 0.0572   5 3 1   1 4 0   0 1 0   (1)
5.9161 2.9952 0.0564   5 3 1   0 1 3   2 1 0   (1)
5.9161 3.0892 0.0547   5 3 1   1 -3 0   0 1 0   (1)
5.9161 3.1442 0.0538   5 3 1   1 0 -3   1 1 2   (1)
5.9161 3.2689 0.0517   5 1 3   0 3 2   2 0 1   (1)
5.9161 3.3381 0.0506   5 1 3   2 -3 1   0 1 0   (1)
5.9161 3.4059 0.0496   5 3 1   0 3 -2   1 1 0   (1)
5.9161 3.4888 0.0485   5 1 3   0 1 4   1 0 0   (1)
5.9161 3.5697 0.0474   5 3 1   0 -2 3   1 0 1   (1)
5.9161 3.6016 0.0469   5 1 -3   2 0 3   1 0 1   (1)
5.9161 3.6801 0.0459   5 3 1   3 -2 2   1 1 0   (1)
5.9161 3.7264 0.0454   5 1 -3   1 3 2   0 1 1   (1)
5.9161 3.8173 0.0443   5 3 1   1 5 0   0 1 0   (1)
5.9161 3.8322 0.0441   5 1 3   1 4 0   2 2 1   (1)
5.9161 3.9497 0.0428   5 3 1   1 -4 0   0 1 0   (1)
5.9161 4.0214 0.0420   5 1 3   -1 1 4   1 0 0   (1)
5.9161 4.0918 0.0413   5 3 1   2 -3 2   1 1 0   (1)
5.9161 4.1196 0.0410   5 3 1   0 -1 4   2 1 1   (1)
5.9161 4.1884 0.0404   5 1 3   1 -4 1   2 2 1   (1)
5.9161 4.2292 0.0400   5 3 1   -1 1 4   2 1 0   (1)
5.9161 4.3227 0.0391   5 1 3   2 -4 1   0 1 0   (1)
5.9161 4.4913 0.0376   5 3 1   0 3 4   -1 1 2   (1)
5.9161 4.5040 0.0375   5 3 1   1 -4 2   1 1 0   (1)
5.9161 4.5166 0.0374   5 3 1   0 5 -1   3 0 1   (1)
5.9161 4.5544 0.0371   5 3 1   0 5 2   1 0 0   (1)
5.9161 4.5795 0.0369   5 3 1   2 -4 1   1 2 0   (1)
5.9161 4.6414 0.0364   5 -3 1   4 3 0   1 1 0   (1)
5.9161 4.6782 0.0361   5 1 3   4 1 -3   0 0 1   (1)
5.9161 4.7509 0.0356   5 3 1   2 0 5   2 1 1   (1)
5.9161 4.7630 0.0355   5 3 1   1 2 5   -1 0 2   (1)
5.9161 4.8107 0.0351   5 3 1   1 -5 0   0 1 0   (1)
5.9161 4.9164 0.0344   5 3 1   0 -5 2   1 1 0   (1)
5.9161 4.9742 0.0340   5 1 -3   3 0 4   1 0 1   (1)
5.9161 5.0540 0.0334   5 3 1   0 2 5   2 1 0   (1)
5.9161 5.0878 0.0332   5 3 1   -1 5 2   1 0 0   (1)
5.9161 5.0990 0.0331   5 3 -1   1 0 5   2 1 1   (12)
5.9161 5.1658 0.0327   5 1 -3   5 0 3   2 0 1   (1)
5.9161 5.3077 0.0318   5 1 3   2 -5 1   0 1 0   (1)
5.9161 5.3184 0.0318   5 1 -3   2 0 5   1 0 2   (1)
5.9161 5.3292 0.0317   5 1 3   0 5 3   2 0 1   (1)
5.9161 5.3612 0.0315   5 1 3   -2 4 3   0 1 1   (1)
5.9161 5.3825 0.0314   5 3 1   0 2 -5   2 1 1   (1)
5.9161 5.4353 0.0311   5 1 3   2 1 -5   1 0 3   (1)
5.9161 5.4668 0.0309   5 3 1   0 5 -3   1 1 0   (1)
5.9161 5.5395 0.0305   5 1 3   4 1 -4   0 0 1   (1)
5.9161 5.5806 0.0303   5 3 1   3 0 -5   0 1 3   (1)
5.9161 5.6214 0.0301   5 3 1   -2 5 2   1 0 0   (1)
5.9161 5.6720 0.0298   5 1 3   -4 3 3   3 0 1   (1)
5.9161 5.6921 0.0297   5 1 -3   3 5 2   1 2 1   (1)
5.9161 5.7221 0.0295   5 3 1   0 4 5   1 2 2   (1)
5.9161 5.7421 0.0294   5 3 1   3 -4 3   1 1 0   (1)
5.9161 5.7916 0.0292   5 3 -1   0 3 5   2 2 1   (1)
5.9161 5.8211 0.0290   5 3 1   -3 3 4   0 1 1   (1)
5.9161 5.8310 0.0290   5 -3 1   3 5 0   1 2 0   (12)
5.9161 5.8797 0.0287   5 3 1   -4 0 5   2 1 0   (1)
5.9161 5.8895 0.0287   5 3 -1   1 5 4   0 1 1   (1)
4.1231 5.9260 0.0409   4 0 1   -3 2 5   0 1 3   (1)
5.3852 5.9335 0.0313   4 2 -3   2 5 3   1 2 1   (1)
3.0000 5.9348 0.0562   2 2 1   3 2 -5   1 1 0   (1)
5.0000 5.9363 0.0337   4 3 0   0 4 5   -1 0 1   (1)
5.4772 5.9414 0.0307   5 2 1   4 3 -5   1 0 2   (1)
5.4772 5.9470 0.0307   5 2 1   0 4 5   1 1 1   (1)
5.0990 5.9550 0.0329   4 -3 1   5 3 3   1 2 1   (1)
4.6904 5.9582 0.0358   3 2 -3   4 4 3   1 1 1   (1)
5.0990 5.9582 0.0329   4 3 1   -1 4 5   2 1 0   (1)
5.7446 5.9620 0.0292   4 -4 1   2 5 3   1 1 1   (1)
4.2426 5.9675 0.0395   4 1 1   4 2 -5   1 0 2   (1)
5.0990 5.9679 0.0329   5 1 0   5 -5 1   1 0 0   (1)
5.8310 5.9681 0.0287   5 3 0   3 -2 5   3 1 1   (1)
5.1962 5.9691 0.0322   5 -1 1   2 5 3   0 2 1   (1)
4.5826 5.9722 0.0365   4 -2 1   2 3 5   1 1 2   (1)
4.6904 5.9810 0.0356   3 3 2   -3 2 5   2 1 0   (1)
5.3852 5.9827 0.0310   4 2 3   3 -5 2   0 1 0   (1)
3.7417 5.9881 0.0446   3 2 -1   3 3 5   1 1 2   (1)
5.3852 6.0029 0.0309   4 3 2   -5 0 4   1 1 1   (1)
5.0000 6.0033 0.0333   4 3 0   2 -5 3   3 0 1   (1)
5.1962 6.0062 0.0320   5 1 1   5 2 -5   2 0 3   (1)
3.6056 6.0064 0.0462   3 0 2   0 5 4   -1 2 1   (1)
4.3589 6.0088 0.0382   3 3 1   4 2 -5   0 1 3   (1)
5.0990 6.0096 0.0326   5 1 0   -2 3 5   0 2 3   (1)
5.9161 6.0143 0.0281   5 -3 1   5 4 0   1 1 0   (1)
5.3852 6.0144 0.0309   5 2 0   1 4 5   -1 1 2   (1)
3.3166 6.0151 0.0501   3 1 1   4 -5 1   0 1 0   (1)
3.7417 6.0178 0.0444   3 2 -1   4 1 5   1 0 2   (1)
4.5826 6.0198 0.0362   4 1 2   -5 1 4   0 1 3   (1)
5.3852 6.0258 0.0308   4 3 2   -3 5 2   0 2 1   (1)
5.0990 6.0288 0.0325   4 3 1   0 -5 4   1 1 0   (1)
3.7417 6.0297 0.0443   3 2 1   4 2 -5   1 1 3   (1)
5.4772 6.0305 0.0303   5 1 -2   3 2 5   2 1 2   (1)
4.6904 6.0378 0.0353   3 3 2   5 -3 3   0 1 0   (1)
5.4772 6.0388 0.0302   5 1 -2   3 5 3   0 1 1   (1)
2.4495 6.0415 0.0676   2 1 1   3 2 -5   0 0 1   (1)
4.2426 6.0415 0.0390   4 1 1   0 4 5   1 0 0   (1)
4.3589 6.0437 0.0380   3 3 1   4 3 -5   1 1 0   (1)
4.1231 6.0440 0.0401   4 0 1   2 5 4   1 1 1   (1)
3.3166 6.0453 0.0499   3 1 -1   4 0 5   1 0 1   (1)
5.0000 6.0465 0.0331   4 0 -3   3 5 2   1 2 1   (1)
4.2426 6.0507 0.0390   4 1 1   -3 5 2   0 2 1   (1)
5.0990 6.0542 0.0324   4 -1 3   4 5 4   1 1 1   (1)
4.3589 6.0611 0.0379   3 3 1   4 1 -5   0 1 2   (1)
5.9161 6.0616 0.0279   5 3 -1   2 4 5   0 1 2   (1)
5.8310 6.0634 0.0283   4 3 3   3 4 -4   1 1 0   (1)
3.6056 6.0638 0.0457   3 2 0   -2 5 3   0 2 1   (1)
4.2426 6.0645 0.0389   4 1 1   5 -5 1   0 1 0   (1)
4.5826 6.0671 0.0360   4 2 1   -2 5 3   1 0 0   (1)
5.0990 6.0701 0.0323   4 3 1   5 3 -5   1 1 2   (1)
4.6904 6.0715 0.0351   3 3 2   2 3 -5   1 1 1   (1)
5.7446 6.0728 0.0287   5 2 2   -1 5 4   2 1 1   (1)
5.7446 6.0753 0.0287   4 -4 1   3 5 2   2 1 1   (1)
5.4772 6.0800 0.0300   5 -2 1   3 4 4   0 3 2   (1)
5.9161 6.0804 0.0278   5 -3 1   2 3 5   1 1 2   (1)
3.0000 6.0828 0.0548   2 1 -2   2 3 5   1 1 1   (1)
5.8310 6.0852 0.0282   5 3 0   5 -4 1   2 1 0   (1)
5.0990 6.0859 0.0322   4 3 1   -3 5 2   1 0 0   (1)
3.1623 6.0910 0.0519   3 1 0   4 -5 1   1 0 0   (1)
5.3852 6.0941 0.0305   5 2 0   -3 5 2   0 3 1   (1)
4.3589 6.0957 0.0376   3 1 -3   3 2 5   2 1 1   (1)
5.0000 6.0959 0.0328   4 3 0   1 -5 4   2 0 1   (1)
4.1231 6.1021 0.0397   4 0 1   1 4 5   -1 1 1   (1)
4.5826 6.1023 0.0358   4 2 -1   1 5 4   0 1 1   (1)
5.7446 6.1027 0.0285   4 1 -4   5 4 2   1 1 1   (1)
5.8310 6.1045 0.0281   5 3 0   -2 5 3   0 2 1   (1)
4.6904 6.1089 0.0349   3 3 -2   5 2 4   2 1 1   (1)
5.0990 6.1111 0.0321   4 3 1   1 4 -5   2 0 3   (1)
3.7417 6.1120 0.0437   3 1 2   -3 2 5   1 0 0   (1)
5.8310 6.1189 0.0280   5 0 3   -4 4 3   1 1 2   (1)
4.2426 6.1192 0.0385   4 1 1   3 3 -5   1 0 1   (1)
5.3852 6.1195 0.0303   5 2 0   2 -3 5   2 0 1   (1)
5.0990 6.1206 0.0320   5 1 0   2 4 5   -2 1 2   (1)
4.1231 6.1213 0.0396   4 1 0   -2 5 3   1 2 1   (1)
3.7417 6.1237 0.0436   3 -2 1   5 4 0   1 1 0   (1)
5.9161 6.1272 0.0276   5 3 1   0 -5 4   3 0 2   (1)
5.3852 6.1279 0.0303   5 2 0   0 5 4   2 2 1   (1)
3.0000 6.1283 0.0544   2 2 1   -5 3 2   1 0 0   (1)
4.5826 6.1296 0.0356   4 2 1   -2 3 5   1 1 1   (1)
4.6904 6.1311 0.0348   3 3 2   -5 2 3   4 1 0   (1)
3.3166 6.1348 0.0491   3 1 1   4 -5 2   1 3 0   (1)
5.0000 6.1351 0.0326   4 0 -3   3 2 5   1 1 3   (1)
5.4772 6.1373 0.0297   5 1 -2   4 0 5   1 0 1   (1)
5.4772 6.1400 0.0297   5 2 1   -2 5 3   1 0 0   (1)
5.8310 6.1429 0.0279   4 3 3   3 -5 2   0 1 0   (1)
4.1231 6.1453 0.0395   4 1 0   5 -5 1   1 0 0   (1)
4.3589 6.1473 0.0373   3 1 -3   2 5 3   1 2 1   (1)
2.2361 6.1482 0.0727   2 1 0   0 4 5   1 2 2   (1)
5.3852 6.1504 0.0302   4 -2 3   1 4 5   0 1 1   (1)
2.4495 6.1509 0.0664   2 1 1   -3 2 5   0 1 2   (1)
5.1962 6.1524 0.0313   5 1 1   -2 5 3   1 3 2   (1)
5.9161 6.1551 0.0275   5 3 1   -3 5 2   1 0 0   (1)
3.1623 6.1563 0.0514   3 0 1   -2 3 5   0 1 2   (1)
3.6056 6.1582 0.0450   3 0 -2   3 2 5   1 1 3   (1)
3.7417 6.1586 0.0434   3 2 1   4 3 -5   0 0 1   (1)
4.2426 6.1599 0.0383   4 1 1   5 -5 2   1 2 0   (1)
4.5826 6.1606 0.0354   4 2 1   2 -5 3   1 1 0   (1)
5.0000 6.1612 0.0325   4 -3 0   2 3 5   1 1 2   (1)
5.0990 6.1613 0.0318   4 3 1   3 -5 2   1 2 0   (1)
5.3852 6.1616 0.0301   4 2 -3   2 3 5   1 1 1   (1)
5.4772 6.1617 0.0296   5 1 2   4 1 -5   0 0 1   (1)
5.7446 6.1620 0.0283   5 2 2   -3 2 5   0 1 2   (1)
5.8310 6.1620 0.0278   5 3 0   -2 3 5   2 2 1   (1)
6.1644 0.2810 0.5774   5 3 2   2 1 1   1 0 0   (1)
6.1644 0.5849 0.2774   5 2 3   1 0 0   0 1 1   (1)
6.1644 0.6070 0.2673   5 3 2   1 1 1   1 0 0   (1)
6.1644 0.6882 0.2357   5 3 2   3 1 1   1 0 0   (1)
6.1644 0.7434 0.2182   5 2 3   2 0 1   0 1 0   (1)
6.1644 0.8736 0.1857   5 3 2   0 1 0   2 0 1   (1)
6.1644 0.9459 0.1715   5 3 2   0 0 1   2 1 0   (1)
6.1644 1.1002 0.1474   5 2 3   2 1 0   0 0 1   (1)
6.1644 1.1585 0.1400   5 3 2   0 1 1   1 0 0   (1)
6.1644 1.1810 0.1374   5 3 2   3 2 0   0 0 1   (1)
6.1644 1.2460 0.1302   5 2 3   1 1 2   1 0 0   (1)
6.1644 1.3278 0.1222   5 3 2   1 0 -1   2 1 0   (1)
6.1644 1.3475 0.1204   5 2 3   1 0 2   2 1 0   (1)
6.1644 1.4327 0.1132   5 2 3   1 -1 1   1 2 0   (1)
6.1644 1.5475 0.1048   5 3 2   3 0 1   0 1 0   (1)
6.1644 1.6059 0.1010   5 2 3   1 1 -1   1 0 2   (1)
6.1644 1.6780 0.0967   5 2 3   2 -1 1   0 1 0   (1)
6.1644 1.6936 0.0958   5 3 2   1 0 2   2 1 1   (1)
6.1644 1.7321 0.0937   5 3 2   -1 1 1   1 0 0   (12)
6.1644 1.7547 0.0925   5 3 2   4 1 0   0 1 1   (1)
6.1644 1.8209 0.0891   5 2 3   0 1 2   1 0 0   (1)
6.1644 1.8708 0.0867   5 3 2   3 0 2   1 -1 1   (1)
6.1644 1.9263 0.0842   5 3 2   0 1 2   -1 0 1   (1)
6.1644 1.9601 0.0828   5 3 2   2 2 -1   1 0 2   (1)
6.1644 1.9668 0.0825   5 2 3   2 1 -1   0 0 1   (1)
6.1644 2.0647 0.0786   5 3 -2   3 1 1   1 0 1   (1)
6.1644 2.1213 0.0765   5 2 3   2 3 1   0 1 0   (1)
6.1644 2.1398 0.0758   5 3 2   0 2 -1   2 1 1   (1)
6.1644 2.2302 0.0727   5 3 2   0 -1 2   2 1 1   (1)
6.1644 2.3113 0.0702   5 3 2   -2 1 1   1 0 0   (1)
6.1644 2.3564 0.0688   5 3 2   -3 0 1   1 1 1   (1)
6.1644 2.4007 0.0676   5 2 3   -1 1 2   1 0 0   (1)
6.1644 2.4116 0.0673   5 2 -3   2 2 1   0 1 2   (1)
6.1644 2.4170 0.0671   5 3 2   3 -1 1   0 1 0   (1)
6.1644 2.4441 0.0664   5 3 2   1 -2 1   2 0 1   (1)
6.1644 2.5026 0.0648   5 3 2   2 0 3   2 1 1   (1)
6.1644 2.5288 0.0642   5 3 2   1 2 3   0 1 2   (1)
6.1644 2.6107 0.0621   5 3 2   0 3 1   -2 1 0   (1)
6.1644 2.6208 0.0619   5 2 3   2 -2 1   0 1 0   (1)
6.1644 2.6852 0.0604   5 3 2   1 3 -1   2 1 1   (1)
6.1644 2.7768 0.0584   5 2 3   1 -2 2   2 1 1   (1)
6.1644 2.8051 0.0578   5 2 3   0 3 1   2 0 1   (1)
6.1644 2.8377 0.0572   5 2 3   2 1 -2   0 0 1   (1)
6.1644 2.8883 0.0562   5 3 2   -1 2 2   0 1 1   (1)
6.1644 2.8928 0.0561   5 3 2   -3 1 1   1 0 0   (1)
6.1644 2.9110 0.0557   5 3 2   4 0 -1   0 1 1   (1)
6.1644 2.9155 0.0556   5 3 2   1 4 1   1 -2 0   (1)
6.1644 2.9514 0.0550   5 3 2   0 3 -1   1 2 0   (1)
6.1644 2.9603 0.0548   5 3 2   -2 1 2   1 1 1   (1)
6.1644 2.9824 0.0544   5 2 3   -2 1 2   1 0 0   (1)
6.1644 3.0522 0.0531   5 3 2   1 -1 3   2 1 1   (1)
6.1644 3.0651 0.0529   5 3 2   1 4 0   2 0 1   (1)
6.1644 3.1246 0.0519   5 3 2   0 -1 3   1 0 2   (1)
6.1644 3.1330 0.0518   5 3 2   3 0 -2   1 1 1   (1)
6.1644 3.1581 0.0514   5 3 2   -1 0 3   2 1 0   (1)
6.1644 3.1706 0.0512   3 2 -5   3 1 1   1 0 2   (1)
6.1644 3.2363 0.0501   5 3 2   2 4 -1   2 1 1   (1)
6.1644 3.2525 0.0499   3 -5 2   1 1 3   0 1 1   (1)
6.1644 3.2887 0.0493   5 3 2   3 -2 1   0 1 0   (1)
6.1644 3.2967 0.0492   5 3 2   -3 2 0   0 3 1   (1)
6.1644 3.3007 0.0491   5 3 2   1 1 -3   3 2 0   (1)
6.1644 3.3285 0.0487   5 3 2   3 0 4   2 1 1   (1)
6.1644 3.3912 0.0478   5 3 2   1 2 4   1 0 -1   (1)
6.1644 3.4755 0.0467   5 3 2   -4 1 1   1 0 0   (1)
6.1644 3.5131 0.0462   5 3 2   0 3 -2   2 1 1   (1)
6.1644 3.5430 0.0458   5 2 3   2 0 5   2 1 0   (1)
6.1644 3.5467 0.0457   5 3 2   2 0 -3   2 1 0   (1)
6.1644 3.5652 0.0455   5 2 3   2 -3 1   0 1 0   (1)
6.1644 3.6019 0.0450   5 3 2   2 -3 0   3 1 1   (1)
6.1644 3.6056 0.0450   5 3 2   0 -2 3   2 1 1   (12)
6.1644 3.6527 0.0444   5 3 2   1 2 -3   1 0 2   (1)
6.1644 3.7099 0.0437   5 2 3   2 1 -3   0 0 1   (1)
6.1644 3.7381 0.0434   5 2 3   -2 3 1   1 1 1   (1)
6.1644 3.7767 0.0430   5 3 2   1 5 1   3 0 1   (1)
6.1644 3.7906 0.0428   5 3 2   0 -4 1   1 2 0   (1)
6.1644 3.8832 0.0418   5 3 2   2 -1 4   2 1 1   (1)
6.1644 3.9001 0.0416   5 3 -2   3 1 3   2 1 0   (1)
6.1644 3.9637 0.0409   5 3 2   1 -4 0   3 0 1   (1)
6.1644 3.9835 0.0407   5 3 2   -1 4 1   3 1 1   (1)
6.1644 4.0099 0.0405   5 2 3   2 5 1   0 1 0   (1)
6.1644 4.0425 0.0401   5 -2 3   0 4 1   1 1 1   (1)
6.1644 4.0458 0.0401   5 3 2   -1 3 3   0 1 1   (1)
6.1644 4.0588 0.0400   5 3 2   0 4 3   1 0 0   (1)
6.1644 4.0685 0.0399   5 2 3   -4 2 1   0 1 1   (1)
6.1644 4.0943 0.0396   5 -2 3   1 4 0   2 1 1   (1)
6.1644 4.1103 0.0395   3 -5 2   2 2 3   0 3 1   (1)
6.1644 4.1486 0.0391   5 2 3   -4 1 2   1 0 0   (1)
6.1644 4.1612 0.0390   5 3 2   3 -3 1   0 1 0   (1)
6.1644 4.1644 0.0390   5 2 3   1 1 -4   2 1 0   (1)
6.1644 4.1707 0.0389   5 3 2   0 3 4   1 1 1   (1)
6.1644 4.1896 0.0387   5 3 2   3 0 5   0 -1 2   (1)
6.1644 4.2209 0.0384   5 2 3   -1 2 4   0 1 2   (1)
6.1644 4.2889 0.0378   5 3 2   0 5 1   2 2 1   (1)
6.1644 4.2981 0.0377   5 3 2   1 5 -1   1 2 0   (1)
6.1644 4.3103 0.0376   5 2 3   -3 1 3   1 1 2   (1)
6.1644 4.3438 0.0373   5 2 3   -1 4 2   1 1 1   (1)
6.1644 4.3468 0.0373   5 2 3   1 3 -3   2 1 1   (1)
6.1644 4.4159 0.0367   5 3 2   0 5 2   1 2 1   (1)
6.1644 4.4397 0.0365   5 3 2   1 -2 4   2 1 1   (1)
6.1644 4.4544 0.0364   5 3 2   -4 0 3   0 1 2   (1)
6.1644 4.4810 0.0362   5 3 2   1 0 5   2 1 2   (1)
6.1644 4.5102 0.0360   5 2 3   2 -4 1   0 1 0   (1)
6.1644 4.5364 0.0358   3 -5 2   4 2 1   1 2 0   (1)
6.1644 4.5509 0.0356   5 2 -3   2 3 3   0 1 2   (1)
6.1644 4.5567 0.0356   5 3 -2   1 2 4   1 1 1   (1)
6.1644 4.5797 0.0354   3 -5 2   1 2 4   0 1 1   (1)
6.1644 4.5826 0.0354   5 2 3   2 1 -4   0 0 1   (12)
6.1644 4.6198 0.0351   3 2 -5   3 3 2   1 1 1   (1)
6.1644 4.6254 0.0351   5 3 2   2 5 -2   2 1 1   (1)
6.1644 4.6425 0.0349   5 3 2   0 1 5   2 1 0   (1)
6.1644 4.6651 0.0348   5 3 2   -3 2 3   1 2 2   (1)
6.1644 4.6707 0.0347   5 3 2   4 -3 0   2 2 1   (1)
